date,description,amount,transaction_type,category
03/06/2023,Water Bill,364.16,Debit,Utilities
03/06/2023,Flipkart Order,5778.72,Debit,Shopping
03/07/2023,House Rent,22557.79,Debit,Housing
03/07/2023,Restaurant Dinner,2581.22,Debit,Food & Dining
03/10/2023,Cashback Credit,590.92,Credit,Cashback
03/13/2023,DMart Purchase,3229.83,Debit,Groceries
03/13/2023,Dividend Credit,6988.18,Credit,Investment
03/13/2023,Maintenance Charges,1625.53,Debit,Housing
03/15/2023,Online Course,911.59,Debit,Education
03/18/2023,Travel Booking,11629.06,Debit,Travel
03/19/2023,Uber Ride,574.73,Debit,Transport
03/20/2023,Freelance Payment,9197.99,Credit,Freelance
03/22/2023,Ola Cab,238.96,Debit,Transport
03/22/2023,Insurance Premium,7953.14,Debit,Insurance
03/22/2023,Water Bill,531.73,Debit,Utilities
03/22/2023,BigBasket Groceries,2724.27,Debit,Groceries
03/24/2023,MedPlus Medical Store,1137.73,Debit,Healthcare
03/24/2023,Electricity Bill,4907.56,Debit,Utilities
03/24/2023,Transfer Received,42731.72,Credit,Transfer
03/25/2023,Water Bill,767.27,Debit,Utilities
03/25/2023,Coffee Shop,470.54,Debit,Food & Dining
03/26/2023,Flipkart Order,5914.57,Debit,Shopping
03/27/2023,Swiggy Order,706.41,Debit,Food & Dining
03/27/2023,BookMyShow Tickets,243.16,Debit,Entertainment
03/28/2023,Hair Salon,252.5,Debit,Personal Care
03/28/2023,Apollo Pharmacy,1470.14,Debit,Healthcare
03/29/2023,Zomato Food Delivery,726.85,Debit,Food & Dining
03/29/2023,Travel Booking,18398.24,Debit,Travel
03/30/2023,Reliance Fresh,947.65,Debit,Groceries
03/30/2023,Electricity Bill,3594.11,Debit,Utilities
03/31/2023,Restaurant Dinner,1790.95,Debit,Food & Dining
04/02/2023,ATM Withdrawal,2700.25,Debit,Others
04/03/2023,Restaurant Dinner,2225.23,Debit,Food & Dining
04/03/2023,Gym Membership,1637.35,Debit,Healthcare
04/04/2023,Metro Card Recharge,685.71,Debit,Transport
04/05/2023,Reliance Fresh,365.55,Debit,Groceries
04/06/2023,Swiggy Order,546.04,Debit,Food & Dining
04/06/2023,Spotify Premium,119.0,Debit,Entertainment
04/07/2023,Coffee Shop,186.18,Debit,Food & Dining
04/07/2023,Coffee Shop,162.76,Debit,Food & Dining
04/07/2023,DMart Purchase,1052.48,Debit,Groceries
04/08/2023,BigBasket Groceries,3272.16,Debit,Groceries
04/08/2023,BigBasket Groceries,3145.72,Debit,Groceries
04/11/2023,MedPlus Medical Store,1263.02,Debit,Healthcare
04/12/2023,ATM Withdrawal,4658.55,Debit,Others
04/13/2023,DMart Purchase,2333.89,Debit,Groceries
04/14/2023,House Rent,28177.69,Debit,Housing
04/16/2023,BigBasket Groceries,1932.1,Debit,Groceries
04/17/2023,Freelance Payment,28724.6,Credit,Freelance
04/19/2023,PVR Cinemas,705.0,Debit,Entertainment
04/20/2023,Gym Membership,957.62,Debit,Healthcare
04/21/2023,Rental Income,17073.01,Credit,Rental
04/21/2023,Spotify Premium,119.0,Debit,Entertainment
04/21/2023,PVR Cinemas,588.27,Debit,Entertainment
04/22/2023,Spotify Premium,119.0,Debit,Entertainment
04/23/2023,Zomato Food Delivery,892.22,Debit,Food & Dining
04/23/2023,Ola Cab,292.8,Debit,Transport
04/25/2023,Electricity Bill,1136.44,Debit,Utilities
04/25/2023,Swiggy Order,134.41,Debit,Food & Dining
04/25/2023,Restaurant Dinner,972.03,Debit,Food & Dining
04/26/2023,Spa & Wellness,2223.67,Debit,Personal Care
04/27/2023,Petrol/Diesel,1237.13,Debit,Transport
04/28/2023,Zomato Food Delivery,681.0,Debit,Food & Dining
04/28/2023,Apollo Pharmacy,1876.32,Debit,Healthcare
04/28/2023,MedPlus Medical Store,399.38,Debit,Healthcare
04/28/2023,Water Bill,598.38,Debit,Utilities
04/30/2023,Online Course,4484.35,Debit,Education
05/01/2023,Rental Income,23159.61,Credit,Rental
05/01/2023,Refund Credit,3642.22,Credit,Refund
05/02/2023,Travel Booking,4207.46,Debit,Travel
05/03/2023,Transfer Received,1735.69,Credit,Transfer
05/04/2023,Flipkart Order,4619.26,Debit,Shopping
05/04/2023,Water Bill,667.28,Debit,Utilities
05/05/2023,BookMyShow Tickets,860.87,Debit,Entertainment
05/05/2023,Airtel Mobile Bill,447.52,Debit,Utilities
05/06/2023,Spa & Wellness,1089.87,Debit,Personal Care
05/06/2023,DMart Purchase,1623.03,Debit,Groceries
05/06/2023,Transfer Received,9777.93,Credit,Transfer
05/07/2023,Gym Membership,1580.19,Debit,Healthcare
05/07/2023,Insurance Premium,7774.36,Debit,Insurance
05/09/2023,Rental Income,11509.67,Credit,Rental
05/09/2023,Amazon Purchase,3672.33,Debit,Shopping
05/10/2023,Netflix Subscription,385.87,Debit,Entertainment
05/11/2023,Electricity Bill,1331.19,Debit,Utilities
05/12/2023,Flipkart Order,4287.02,Debit,Shopping
05/12/2023,Jio Recharge,438.52,Debit,Utilities
05/14/2023,Apollo Pharmacy,498.81,Debit,Healthcare
05/15/2023,Jio Recharge,384.25,Debit,Utilities
05/16/2023,Swiggy Order,663.75,Debit,Food & Dining
05/16/2023,PVR Cinemas,497.69,Debit,Entertainment
05/17/2023,Coffee Shop,148.12,Debit,Food & Dining
05/18/2023,Gym Membership,830.29,Debit,Healthcare
05/18/2023,Metro Card Recharge,969.85,Debit,Transport
05/20/2023,Electricity Bill,3211.51,Debit,Utilities
05/20/2023,BigBasket Groceries,629.97,Debit,Groceries
05/20/2023,Hair Salon,507.88,Debit,Personal Care
05/21/2023,MedPlus Medical Store,1252.21,Debit,Healthcare
05/24/2023,BookMyShow Tickets,732.05,Debit,Entertainment
05/25/2023,Coffee Shop,455.55,Debit,Food & Dining
05/25/2023,School Fees,10875.96,Debit,Education
05/26/2023,Hotel Stay,6933.95,Debit,Travel
05/26/2023,Netflix Subscription,644.33,Debit,Entertainment
05/27/2023,Metro Card Recharge,339.61,Debit,Transport
05/28/2023,Flipkart Order,5801.75,Debit,Shopping
05/29/2023,Transfer Received,22622.78,Credit,Transfer
05/29/2023,Petrol/Diesel,3309.98,Debit,Transport
05/30/2023,PVR Cinemas,258.21,Debit,Entertainment
05/30/2023,Jio Recharge,220.73,Debit,Utilities
05/30/2023,Petrol/Diesel,1674.65,Debit,Transport
05/30/2023,Metro Card Recharge,450.48,Debit,Transport
05/31/2023,MedPlus Medical Store,1147.69,Debit,Healthcare
06/01/2023,ATM Withdrawal,876.06,Debit,Others
06/01/2023,Amazon Purchase,4774.68,Debit,Shopping
06/01/2023,Spa & Wellness,2732.99,Debit,Personal Care
06/01/2023,Ola Cab,439.7,Debit,Transport
06/02/2023,Insurance Premium,3670.55,Debit,Insurance
06/02/2023,Amazon Purchase,7328.27,Debit,Shopping
06/02/2023,Uber Ride,306.67,Debit,Transport
06/02/2023,Transfer Received,8088.02,Credit,Transfer
06/02/2023,Travel Booking,16239.83,Debit,Travel
06/03/2023,Interest Credit,2097.66,Credit,Interest
06/04/2023,Cashback Credit,728.86,Credit,Cashback
06/06/2023,Interest Credit,1078.26,Credit,Interest
06/06/2023,Water Bill,500.85,Debit,Utilities
06/06/2023,Reliance Fresh,390.48,Debit,Groceries
06/07/2023,Salary Credit,95633.37,Credit,Salary
06/07/2023,Dividend Credit,3158.29,Credit,Investment
06/09/2023,BigBasket Groceries,2961.81,Debit,Groceries
06/09/2023,Book Purchase,1356.91,Debit,Education
06/10/2023,Swiggy Order,365.88,Debit,Food & Dining
06/10/2023,Spotify Premium,119.0,Debit,Entertainment
06/12/2023,Maintenance Charges,1610.22,Debit,Housing
06/13/2023,ATM Withdrawal,4708.44,Debit,Others
06/13/2023,Restaurant Dinner,1744.13,Debit,Food & Dining
06/13/2023,House Rent,20681.63,Debit,Housing
06/13/2023,Transfer Received,7156.86,Credit,Transfer
06/14/2023,Jio Recharge,383.36,Debit,Utilities
06/16/2023,Dividend Credit,7730.92,Credit,Investment
06/16/2023,BookMyShow Tickets,1420.55,Debit,Entertainment
06/17/2023,Jio Recharge,426.59,Debit,Utilities
06/17/2023,Spa & Wellness,2585.73,Debit,Personal Care
06/19/2023,Spa & Wellness,732.32,Debit,Personal Care
06/19/2023,BigBasket Groceries,431.43,Debit,Groceries
06/20/2023,Swiggy Order,725.08,Debit,Food & Dining
06/20/2023,Amazon Purchase,7089.53,Debit,Shopping
06/21/2023,Travel Booking,12718.53,Debit,Travel
06/21/2023,BookMyShow Tickets,684.47,Debit,Entertainment
06/21/2023,Myntra Fashion,830.26,Debit,Shopping
06/22/2023,Travel Booking,18037.82,Debit,Travel
06/22/2023,Coffee Shop,232.06,Debit,Food & Dining
06/23/2023,Metro Card Recharge,410.94,Debit,Transport
06/24/2023,Myntra Fashion,2601.22,Debit,Shopping
06/24/2023,Ola Cab,405.91,Debit,Transport
06/24/2023,Restaurant Dinner,2125.28,Debit,Food & Dining
06/26/2023,PVR Cinemas,466.99,Debit,Entertainment
06/26/2023,Amazon Purchase,4341.14,Debit,Shopping
06/27/2023,Netflix Subscription,603.22,Debit,Entertainment
06/28/2023,Spotify Premium,119.0,Debit,Entertainment
06/30/2023,Book Purchase,339.78,Debit,Education
06/30/2023,Travel Booking,18662.52,Debit,Travel
07/01/2023,Zomato Food Delivery,421.3,Debit,Food & Dining
07/01/2023,School Fees,3462.41,Debit,Education
07/02/2023,Refund Credit,2132.94,Credit,Refund
07/02/2023,BookMyShow Tickets,701.35,Debit,Entertainment
07/03/2023,Online Course,820.53,Debit,Education
07/03/2023,BigBasket Groceries,2037.8,Debit,Groceries
07/04/2023,Book Purchase,697.14,Debit,Education
07/04/2023,ATM Withdrawal,3573.69,Debit,Others
07/04/2023,School Fees,8711.64,Debit,Education
07/04/2023,Apollo Pharmacy,1974.88,Debit,Healthcare
07/07/2023,ATM Withdrawal,4892.55,Debit,Others
07/07/2023,Metro Card Recharge,673.94,Debit,Transport
07/07/2023,Metro Card Recharge,463.05,Debit,Transport
07/08/2023,Coffee Shop,474.79,Debit,Food & Dining
07/09/2023,Salary Credit,110838.57,Credit,Salary
07/10/2023,Hotel Stay,6624.7,Debit,Travel
07/10/2023,MedPlus Medical Store,1354.79,Debit,Healthcare
07/12/2023,Hotel Stay,1877.89,Debit,Travel
07/12/2023,Cashback Credit,243.93,Credit,Cashback
07/14/2023,Zomato Food Delivery,231.01,Debit,Food & Dining
07/15/2023,Travel Booking,17450.81,Debit,Travel
07/16/2023,Apollo Pharmacy,350.84,Debit,Healthcare
07/18/2023,Salary Credit,113456.28,Credit,Salary
07/18/2023,BookMyShow Tickets,1273.11,Debit,Entertainment
07/21/2023,Insurance Premium,6827.93,Debit,Insurance
07/21/2023,Rental Income,12942.63,Credit,Rental
07/24/2023,Transfer Received,40948.99,Credit,Transfer
07/24/2023,Salary Credit,42835.68,Credit,Salary
07/25/2023,Reliance Fresh,1953.08,Debit,Groceries
07/25/2023,Electricity Bill,4006.47,Debit,Utilities
07/25/2023,Travel Booking,18945.27,Debit,Travel
07/28/2023,Reliance Fresh,1909.43,Debit,Groceries
07/28/2023,Hair Salon,1034.85,Debit,Personal Care
07/29/2023,Gym Membership,1538.85,Debit,Healthcare
07/30/2023,Travel Booking,17972.09,Debit,Travel
07/31/2023,Netflix Subscription,279.36,Debit,Entertainment
07/31/2023,Amazon Purchase,7885.58,Debit,Shopping
07/31/2023,BookMyShow Tickets,253.86,Debit,Entertainment
08/01/2023,Zomato Food Delivery,486.85,Debit,Food & Dining
08/01/2023,Bonus Credit,12926.17,Credit,Bonus
08/01/2023,Bonus Credit,36911.34,Credit,Bonus
08/01/2023,Coffee Shop,265.03,Debit,Food & Dining
08/01/2023,Amazon Purchase,4340.54,Debit,Shopping
08/02/2023,Gym Membership,664.34,Debit,Healthcare
08/03/2023,Jio Recharge,448.02,Debit,Utilities
08/03/2023,Online Course,3564.29,Debit,Education
08/03/2023,Book Purchase,1446.57,Debit,Education
08/06/2023,Water Bill,352.25,Debit,Utilities
08/08/2023,Water Bill,351.26,Debit,Utilities
08/08/2023,Rental Income,9818.47,Credit,Rental
08/09/2023,Dividend Credit,10286.0,Credit,Investment
08/10/2023,Book Purchase,1163.19,Debit,Education
08/12/2023,ATM Withdrawal,3638.33,Debit,Others
08/12/2023,DMart Purchase,316.13,Debit,Groceries
08/12/2023,DMart Purchase,1239.45,Debit,Groceries
08/13/2023,Spotify Premium,119.0,Debit,Entertainment
08/15/2023,Swiggy Order,389.35,Debit,Food & Dining
08/16/2023,Spotify Premium,119.0,Debit,Entertainment
08/18/2023,Cashback Credit,195.75,Credit,Cashback
08/19/2023,Spa & Wellness,2844.15,Debit,Personal Care
08/19/2023,MedPlus Medical Store,490.34,Debit,Healthcare
08/19/2023,Maintenance Charges,982.5,Debit,Housing
08/22/2023,Online Course,4131.37,Debit,Education
08/23/2023,Electricity Bill,2466.64,Debit,Utilities
08/24/2023,Salary Credit,90663.25,Credit,Salary
08/25/2023,Bonus Credit,16074.47,Credit,Bonus
08/26/2023,Jio Recharge,226.7,Debit,Utilities
08/27/2023,Online Course,3215.84,Debit,Education
08/27/2023,Cashback Credit,683.21,Credit,Cashback
08/27/2023,Refund Credit,2331.54,Credit,Refund
08/31/2023,Spa & Wellness,2453.97,Debit,Personal Care
09/01/2023,Flipkart Order,1540.96,Debit,Shopping
09/03/2023,MedPlus Medical Store,268.08,Debit,Healthcare
09/03/2023,Travel Booking,16837.91,Debit,Travel
09/03/2023,Metro Card Recharge,871.31,Debit,Transport
09/04/2023,House Rent,12377.23,Debit,Housing
09/05/2023,Netflix Subscription,563.88,Debit,Entertainment
09/06/2023,Dividend Credit,12021.71,Credit,Investment
09/07/2023,Hotel Stay,5519.55,Debit,Travel
09/07/2023,Hotel Stay,8486.59,Debit,Travel
09/07/2023,Jio Recharge,258.4,Debit,Utilities
09/09/2023,School Fees,12183.07,Debit,Education
09/09/2023,Bonus Credit,46352.03,Credit,Bonus
09/10/2023,Jio Recharge,589.9,Debit,Utilities
09/10/2023,Apollo Pharmacy,1056.58,Debit,Healthcare
09/10/2023,Cashback Credit,962.33,Credit,Cashback
09/12/2023,Uber Ride,90.22,Debit,Transport
09/13/2023,Gym Membership,1796.68,Debit,Healthcare
09/13/2023,School Fees,6132.49,Debit,Education
09/13/2023,Reliance Fresh,805.31,Debit,Groceries
09/14/2023,Dividend Credit,4722.86,Credit,Investment
09/15/2023,Bonus Credit,19744.42,Credit,Bonus
09/16/2023,Cashback Credit,158.81,Credit,Cashback
09/16/2023,Rental Income,17225.64,Credit,Rental
09/16/2023,Amazon Purchase,6772.18,Debit,Shopping
09/17/2023,Travel Booking,6294.56,Debit,Travel
09/17/2023,Apollo Pharmacy,1500.31,Debit,Healthcare
09/17/2023,Insurance Premium,6159.11,Debit,Insurance
09/17/2023,Swiggy Order,189.31,Debit,Food & Dining
09/19/2023,Apollo Pharmacy,357.01,Debit,Healthcare
09/21/2023,Zomato Food Delivery,852.3,Debit,Food & Dining
09/21/2023,Amazon Purchase,7747.55,Debit,Shopping
09/22/2023,ATM Withdrawal,722.83,Debit,Others
09/23/2023,Uber Ride,142.9,Debit,Transport
09/24/2023,Spotify Premium,119.0,Debit,Entertainment
09/25/2023,Hotel Stay,5162.56,Debit,Travel
09/25/2023,Restaurant Dinner,1272.21,Debit,Food & Dining
09/28/2023,Transfer Received,17983.96,Credit,Transfer
09/28/2023,Coffee Shop,366.43,Debit,Food & Dining
09/28/2023,Flipkart Order,512.57,Debit,Shopping
09/30/2023,Electricity Bill,4116.05,Debit,Utilities
10/01/2023,Myntra Fashion,2682.63,Debit,Shopping
10/02/2023,Ola Cab,356.42,Debit,Transport
10/02/2023,Rental Income,16454.09,Credit,Rental
10/02/2023,Bonus Credit,7982.81,Credit,Bonus
10/03/2023,Dividend Credit,6132.99,Credit,Investment
10/03/2023,BigBasket Groceries,1743.53,Debit,Groceries
10/04/2023,Spotify Premium,119.0,Debit,Entertainment
10/04/2023,Jio Recharge,512.97,Debit,Utilities
10/05/2023,PVR Cinemas,370.16,Debit,Entertainment
10/05/2023,Dividend Credit,3728.64,Credit,Investment
10/06/2023,Uber Ride,302.41,Debit,Transport
10/06/2023,Uber Ride,320.44,Debit,Transport
10/06/2023,Swiggy Order,297.11,Debit,Food & Dining
10/07/2023,Swiggy Order,118.2,Debit,Food & Dining
10/08/2023,ATM Withdrawal,4094.0,Debit,Others
10/08/2023,ATM Withdrawal,4140.94,Debit,Others
10/10/2023,Metro Card Recharge,681.7,Debit,Transport
10/10/2023,House Rent,15347.83,Debit,Housing
10/10/2023,Hair Salon,411.27,Debit,Personal Care
10/12/2023,Coffee Shop,486.94,Debit,Food & Dining
10/13/2023,Restaurant Dinner,906.24,Debit,Food & Dining
10/14/2023,DMart Purchase,916.21,Debit,Groceries
10/16/2023,Coffee Shop,146.91,Debit,Food & Dining
10/16/2023,Electricity Bill,2402.0,Debit,Utilities
10/17/2023,Maintenance Charges,1801.65,Debit,Housing
10/19/2023,Maintenance Charges,1949.99,Debit,Housing
10/20/2023,Hotel Stay,8566.83,Debit,Travel
10/20/2023,PVR Cinemas,482.22,Debit,Entertainment
10/21/2023,Swiggy Order,538.84,Debit,Food & Dining
10/21/2023,Book Purchase,843.05,Debit,Education
10/22/2023,Interest Credit,951.12,Credit,Interest
10/24/2023,Apollo Pharmacy,728.95,Debit,Healthcare
10/26/2023,Hotel Stay,4166.4,Debit,Travel
10/28/2023,Electricity Bill,1192.69,Debit,Utilities
10/28/2023,Restaurant Dinner,2130.21,Debit,Food & Dining
10/29/2023,Maintenance Charges,1861.25,Debit,Housing
10/30/2023,Online Course,2582.06,Debit,Education
10/30/2023,School Fees,14019.95,Debit,Education
10/31/2023,Reliance Fresh,1952.27,Debit,Groceries
10/31/2023,Online Course,1520.0,Debit,Education
11/01/2023,Water Bill,771.53,Debit,Utilities
11/02/2023,Travel Booking,6101.21,Debit,Travel
11/02/2023,Netflix Subscription,538.61,Debit,Entertainment
11/02/2023,Flipkart Order,1044.33,Debit,Shopping
11/03/2023,Flipkart Order,2387.88,Debit,Shopping
11/04/2023,Amazon Purchase,2039.25,Debit,Shopping
11/04/2023,School Fees,8575.47,Debit,Education
11/07/2023,Interest Credit,795.2,Credit,Interest
11/07/2023,Ola Cab,238.48,Debit,Transport
11/07/2023,Jio Recharge,501.98,Debit,Utilities
11/07/2023,Uber Ride,389.17,Debit,Transport
11/08/2023,Online Course,2426.25,Debit,Education
11/08/2023,Spotify Premium,119.0,Debit,Entertainment
11/11/2023,School Fees,4980.34,Debit,Education
11/11/2023,Insurance Premium,4754.41,Debit,Insurance
11/12/2023,Flipkart Order,2124.66,Debit,Shopping
11/12/2023,Myntra Fashion,3010.74,Debit,Shopping
11/12/2023,Spotify Premium,119.0,Debit,Entertainment
11/14/2023,Ola Cab,194.67,Debit,Transport
11/15/2023,Freelance Payment,11935.61,Credit,Freelance
11/16/2023,Cashback Credit,933.68,Credit,Cashback
11/17/2023,Electricity Bill,3904.32,Debit,Utilities
11/18/2023,Uber Ride,460.87,Debit,Transport
11/19/2023,Insurance Premium,6944.65,Debit,Insurance
11/19/2023,Travel Booking,4661.88,Debit,Travel
11/19/2023,Amazon Purchase,2547.78,Debit,Shopping
11/19/2023,Salary Credit,119816.51,Credit,Salary
11/19/2023,Water Bill,270.22,Debit,Utilities
11/21/2023,Refund Credit,3831.1,Credit,Refund
11/21/2023,Zomato Food Delivery,612.04,Debit,Food & Dining
11/21/2023,Freelance Payment,13799.32,Credit,Freelance
11/21/2023,Restaurant Dinner,2991.6,Debit,Food & Dining
11/22/2023,Hotel Stay,3354.44,Debit,Travel
11/27/2023,Travel Booking,2303.97,Debit,Travel
11/28/2023,Dividend Credit,10334.09,Credit,Investment
11/30/2023,DMart Purchase,275.37,Debit,Groceries
11/30/2023,MedPlus Medical Store,886.58,Debit,Healthcare
11/30/2023,Flipkart Order,1968.24,Debit,Shopping
12/01/2023,Insurance Premium,2952.62,Debit,Insurance
12/03/2023,Freelance Payment,29517.62,Credit,Freelance
12/03/2023,Apollo Pharmacy,101.86,Debit,Healthcare
12/07/2023,Hotel Stay,7566.64,Debit,Travel
12/07/2023,Zomato Food Delivery,269.47,Debit,Food & Dining
12/07/2023,Rental Income,17276.99,Credit,Rental
12/07/2023,Ola Cab,61.46,Debit,Transport
12/08/2023,Petrol/Diesel,2958.65,Debit,Transport
12/08/2023,Travel Booking,16511.66,Debit,Travel
12/09/2023,Freelance Payment,6985.02,Credit,Freelance
12/09/2023,Transfer Received,26609.69,Credit,Transfer
12/10/2023,Salary Credit,105297.15,Credit,Salary
12/11/2023,Interest Credit,668.81,Credit,Interest
12/11/2023,Ola Cab,62.37,Debit,Transport
12/15/2023,Metro Card Recharge,783.68,Debit,Transport
12/15/2023,Apollo Pharmacy,1799.43,Debit,Healthcare
12/16/2023,Maintenance Charges,1936.87,Debit,Housing
12/17/2023,Salary Credit,87465.68,Credit,Salary
12/17/2023,Ola Cab,86.24,Debit,Transport
12/18/2023,Apollo Pharmacy,1749.84,Debit,Healthcare
12/18/2023,Refund Credit,463.63,Credit,Refund
12/19/2023,Transfer Received,2856.99,Credit,Transfer
12/21/2023,Reliance Fresh,1513.54,Debit,Groceries
12/21/2023,Petrol/Diesel,3122.14,Debit,Transport
12/21/2023,Electricity Bill,4741.63,Debit,Utilities
12/23/2023,Airtel Mobile Bill,692.16,Debit,Utilities
12/23/2023,School Fees,4379.2,Debit,Education
12/23/2023,BigBasket Groceries,1662.66,Debit,Groceries
12/23/2023,Hair Salon,455.19,Debit,Personal Care
12/25/2023,ATM Withdrawal,807.43,Debit,Others
12/26/2023,Gym Membership,2294.99,Debit,Healthcare
12/26/2023,Dividend Credit,3776.5,Credit,Investment
12/27/2023,House Rent,26754.6,Debit,Housing
12/27/2023,Travel Booking,16355.19,Debit,Travel
12/27/2023,Zomato Food Delivery,588.73,Debit,Food & Dining
12/29/2023,ATM Withdrawal,3011.84,Debit,Others
12/29/2023,Petrol/Diesel,577.44,Debit,Transport
12/30/2023,Hair Salon,847.98,Debit,Personal Care
12/30/2023,PVR Cinemas,735.11,Debit,Entertainment
01/02/2024,Insurance Premium,4614.88,Debit,Insurance
01/04/2024,Apollo Pharmacy,1617.99,Debit,Healthcare
01/04/2024,Metro Card Recharge,650.74,Debit,Transport
01/05/2024,Interest Credit,2287.15,Credit,Interest
01/06/2024,Salary Credit,66542.82,Credit,Salary
01/08/2024,Amazon Purchase,5234.28,Debit,Shopping
01/08/2024,PVR Cinemas,337.98,Debit,Entertainment
01/09/2024,Water Bill,381.96,Debit,Utilities
01/10/2024,Swiggy Order,515.85,Debit,Food & Dining
01/10/2024,Spa & Wellness,2165.55,Debit,Personal Care
01/10/2024,Ola Cab,229.98,Debit,Transport
01/10/2024,Freelance Payment,6136.8,Credit,Freelance
01/11/2024,Reliance Fresh,1047.96,Debit,Groceries
01/11/2024,Restaurant Dinner,809.69,Debit,Food & Dining
01/13/2024,House Rent,23413.17,Debit,Housing
01/13/2024,Maintenance Charges,1512.57,Debit,Housing
01/17/2024,MedPlus Medical Store,603.53,Debit,Healthcare
01/17/2024,Spa & Wellness,2460.23,Debit,Personal Care
01/18/2024,Cashback Credit,311.16,Credit,Cashback
01/18/2024,Airtel Mobile Bill,983.44,Debit,Utilities
01/18/2024,Myntra Fashion,1265.92,Debit,Shopping
01/18/2024,BigBasket Groceries,2254.91,Debit,Groceries
01/19/2024,Bonus Credit,37439.63,Credit,Bonus
01/20/2024,MedPlus Medical Store,164.31,Debit,Healthcare
01/20/2024,BigBasket Groceries,1778.92,Debit,Groceries
01/21/2024,Transfer Received,33933.56,Credit,Transfer
01/22/2024,Restaurant Dinner,1293.85,Debit,Food & Dining
01/24/2024,Interest Credit,1463.35,Credit,Interest
01/25/2024,Flipkart Order,1441.03,Debit,Shopping
01/25/2024,Spotify Premium,119.0,Debit,Entertainment
01/25/2024,Uber Ride,251.54,Debit,Transport
01/27/2024,Flipkart Order,3586.71,Debit,Shopping
01/29/2024,Coffee Shop,307.42,Debit,Food & Dining
