date,description,amount,transaction_type,category
2023-01-20,BigBasket Groceries,"Rs 1,062.32",debit,Groceries
2023-01-20,Spa & Wellness,"Rs 1,028.15",debit,Personal Care
2023-01-20,Apollo Pharmacy,Rs 689.31,debit,Healthcare
2023-01-21,Reliance Fresh,"Rs 1,195.33",debit,Groceries
2023-01-22,DMart Purchase,"Rs 2,746.47",debit,Groceries
2023-01-22,Spotify Premium,Rs 119.00,debit,Entertainment
2023-01-22,Hair Salon,Rs 766.14,debit,Personal Care
2023-01-22,Gym Membership,"Rs 2,413.28",debit,Healthcare
2023-01-23,Water Bill,Rs 549.98,debit,Utilities
2023-01-23,Spotify Premium,Rs 119.00,debit,Entertainment
2023-01-23,Apollo Pharmacy,Rs 364.39,debit,Healthcare
2023-01-24,Metro Card Recharge,Rs 778.85,debit,Transport
2023-01-25,Swiggy Order,Rs 516.93,debit,Food & Dining
2023-01-25,Refund Credit,"Rs 2,678.33",credit,Refund
2023-01-25,Myntra Fashion,"Rs 3,000.87",debit,Shopping
2023-01-27,Interest Credit,"Rs 2,482.30",credit,Interest
2023-01-28,Petrol/Diesel,"Rs 2,926.48",debit,Transport
2023-01-28,Uber Ride,Rs 215.32,debit,Transport
2023-01-29,Bonus Credit,"Rs 13,297.31",credit,Bonus
2023-01-29,MedPlus Medical Store,"Rs 1,083.36",debit,Healthcare
2023-01-29,Ola Cab,Rs 246.51,debit,Transport
2023-01-30,PVR Cinemas,Rs 328.61,debit,Entertainment
2023-01-31,Electricity Bill,"Rs 3,491.85",debit,Utilities
2023-02-01,Zomato Food Delivery,Rs 281.71,debit,Food & Dining
2023-02-02,Uber Ride,Rs 382.41,debit,Transport
2023-02-02,Uber Ride,Rs 87.09,debit,Transport
2023-02-02,Flipkart Order,"Rs 2,402.50",debit,Shopping
2023-02-02,Myntra Fashion,"Rs 3,623.74",debit,Shopping
2023-02-03,Online Course,"Rs 2,785.89",debit,Education
2023-02-03,Freelance Payment,"Rs 9,561.31",credit,Freelance
2023-02-03,Airtel Mobile Bill,Rs 933.35,debit,Utilities
2023-02-04,Airtel Mobile Bill,Rs 818.34,debit,Utilities
2023-02-04,Netflix Subscription,Rs 607.16,debit,Entertainment
2023-02-06,Coffee Shop,Rs 128.06,debit,Food & Dining
2023-02-07,Reliance Fresh,"Rs 1,660.63",debit,Groceries
2023-02-07,MedPlus Medical Store,Rs 937.97,debit,Healthcare
2023-02-07,Myntra Fashion,Rs 702.79,debit,Shopping
2023-02-08,ATM Withdrawal,Rs 703.21,debit,Others
2023-02-08,Flipkart Order,"Rs 1,258.74",debit,Shopping
2023-02-09,DMart Purchase,"Rs 1,520.20",debit,Groceries
2023-02-09,Rental Income,"Rs 20,501.75",credit,Rental
2023-02-09,Hotel Stay,"Rs 5,814.96",debit,Travel
2023-02-09,Flipkart Order,"Rs 2,503.61",debit,Shopping
2023-02-10,Metro Card Recharge,Rs 593.12,debit,Transport
2023-02-10,Book Purchase,Rs 642.24,debit,Education
2023-02-10,Netflix Subscription,Rs 364.64,debit,Entertainment
2023-02-11,Flipkart Order,"Rs 3,749.07",debit,Shopping
2023-02-11,Gym Membership,"Rs 2,092.17",debit,Healthcare
2023-02-12,Transfer Received,"Rs 19,468.26",credit,Transfer
2023-02-12,Travel Booking,"Rs 18,200.05",debit,Travel
2023-02-12,Electricity Bill,"Rs 1,583.60",debit,Utilities
2023-02-13,Insurance Premium,"Rs 5,864.36",debit,Insurance
2023-02-14,Gym Membership,"Rs 1,877.48",debit,Healthcare
2023-02-14,House Rent,"Rs 17,466.31",debit,Housing
2023-02-14,PVR Cinemas,Rs 391.57,debit,Entertainment
2023-02-14,Maintenance Charges,Rs 907.72,debit,Housing
2023-02-14,Insurance Premium,"Rs 4,368.77",debit,Insurance
2023-02-15,House Rent,"Rs 9,808.09",debit,Housing
2023-02-15,Swiggy Order,Rs 564.94,debit,Food & Dining
2023-02-16,DMart Purchase,"Rs 3,309.96",debit,Groceries
2023-02-16,Hair Salon,Rs 747.63,debit,Personal Care
2023-02-17,Myntra Fashion,"Rs 1,324.48",debit,Shopping
2023-02-17,DMart Purchase,"Rs 2,294.06",debit,Groceries
2023-02-17,Reliance Fresh,"Rs 1,628.82",debit,Groceries
2023-02-19,Flipkart Order,"Rs 1,840.99",debit,Shopping
2023-02-19,House Rent,"Rs 14,155.67",debit,Housing
2023-02-20,DMart Purchase,Rs 663.09,debit,Groceries
2023-02-21,Online Course,"Rs 2,589.95",debit,Education
2023-02-21,Apollo Pharmacy,Rs 982.85,debit,Healthcare
2023-02-21,Spa & Wellness,"Rs 1,018.68",debit,Personal Care
2023-02-21,Travel Booking,"Rs 10,198.92",debit,Travel
2023-02-22,ATM Withdrawal,"Rs 1,508.88",debit,Others
2023-02-23,Reliance Fresh,Rs 877.60,debit,Groceries
2023-02-24,Netflix Subscription,Rs 425.89,debit,Entertainment
2023-02-25,Netflix Subscription,Rs 263.00,debit,Entertainment
2023-02-26,Travel Booking,"Rs 3,999.23",debit,Travel
2023-02-26,Hotel Stay,"Rs 3,707.21",debit,Travel
2023-02-26,Dividend Credit,"Rs 8,947.61",credit,Investment
2023-02-26,Uber Ride,Rs 198.92,debit,Transport
2023-02-26,Maintenance Charges,Rs 684.03,debit,Housing
2023-02-27,House Rent,"Rs 24,241.01",debit,Housing
2023-02-27,Insurance Premium,"Rs 2,866.41",debit,Insurance
2023-02-28,DMart Purchase,"Rs 1,406.60",debit,Groceries
2023-03-01,Transfer Received,"Rs 1,842.49",credit,Transfer
2023-03-01,MedPlus Medical Store,Rs 724.05,debit,Healthcare
2023-03-01,DMart Purchase,Rs 431.46,debit,Groceries
2023-03-02,Freelance Payment,"Rs 12,239.82",credit,Freelance
2023-03-02,Metro Card Recharge,Rs 765.66,debit,Transport
2023-03-02,Jio Recharge,Rs 276.70,debit,Utilities
2023-03-04,Maintenance Charges,Rs 909.17,debit,Housing
2023-03-04,Flipkart Order,"Rs 2,587.56",debit,Shopping
2023-03-04,Cashback Credit,Rs 917.23,credit,Cashback
2023-03-04,Water Bill,Rs 205.69,debit,Utilities
2023-03-06,Interest Credit,"Rs 1,047.66",credit,Interest
2023-03-06,PVR Cinemas,Rs 684.52,debit,Entertainment
2023-03-06,BigBasket Groceries,"Rs 1,980.77",debit,Groceries
2023-03-07,Interest Credit,Rs 834.10,credit,Interest
2023-03-07,Book Purchase,"Rs 1,122.27",debit,Education
2023-03-07,Insurance Premium,"Rs 3,422.26",debit,Insurance
2023-03-07,Spotify Premium,Rs 119.00,debit,Entertainment
2023-03-08,Insurance Premium,"Rs 2,285.55",debit,Insurance
2023-03-09,Insurance Premium,"Rs 4,913.01",debit,Insurance
2023-03-09,DMart Purchase,"Rs 1,931.83",debit,Groceries
2023-03-09,BigBasket Groceries,"Rs 3,541.83",debit,Groceries
2023-03-09,Spa & Wellness,"Rs 2,112.93",debit,Personal Care
2023-03-10,Coffee Shop,Rs 323.98,debit,Food & Dining
2023-03-10,House Rent,"Rs 9,225.33",debit,Housing
2023-03-11,Petrol/Diesel,"Rs 1,908.04",debit,Transport
2023-03-11,Coffee Shop,Rs 470.00,debit,Food & Dining
2023-03-12,Netflix Subscription,Rs 229.12,debit,Entertainment
2023-03-12,Spotify Premium,Rs 119.00,debit,Entertainment
2023-03-12,Myntra Fashion,Rs 572.77,debit,Shopping
2023-03-14,Hotel Stay,"Rs 2,140.63",debit,Travel
2023-03-17,Ola Cab,Rs 260.06,debit,Transport
2023-03-17,Uber Ride,Rs 241.45,debit,Transport
2023-03-18,Airtel Mobile Bill,Rs 808.55,debit,Utilities
2023-03-18,Online Course,"Rs 4,452.41",debit,Education
2023-03-18,Book Purchase,"Rs 1,227.40",debit,Education
2023-03-19,House Rent,"Rs 14,027.31",debit,Housing
2023-03-19,Freelance Payment,"Rs 27,911.52",credit,Freelance
2023-03-20,Swiggy Order,Rs 309.93,debit,Food & Dining
2023-03-21,ATM Withdrawal,"Rs 4,238.57",debit,Others
2023-03-22,Amazon Purchase,"Rs 1,947.21",debit,Shopping
2023-03-22,Online Course,"Rs 3,873.42",debit,Education
2023-03-23,Petrol/Diesel,"Rs 3,703.68",debit,Transport
2023-03-23,ATM Withdrawal,"Rs 4,647.02",debit,Others
2023-03-23,PVR Cinemas,Rs 504.52,debit,Entertainment
2023-03-23,Myntra Fashion,Rs 926.98,debit,Shopping
2023-03-25,Transfer Received,"Rs 14,589.17",credit,Transfer
2023-03-25,Petrol/Diesel,"Rs 3,670.54",debit,Transport
2023-03-25,ATM Withdrawal,"Rs 2,232.76",debit,Others
2023-03-25,Book Purchase,Rs 881.45,debit,Education
2023-03-25,Metro Card Recharge,Rs 619.21,debit,Transport
2023-03-25,School Fees,"Rs 8,299.22",debit,Education
2023-03-26,Book Purchase,Rs 424.84,debit,Education
2023-03-26,Amazon Purchase,"Rs 4,875.98",debit,Shopping
2023-03-27,MedPlus Medical Store,Rs 696.24,debit,Healthcare
2023-03-27,PVR Cinemas,Rs 524.62,debit,Entertainment
2023-03-29,Jio Recharge,Rs 374.99,debit,Utilities
2023-03-30,Rental Income,"Rs 15,788.52",credit,Rental
2023-03-30,Online Course,"Rs 3,763.85",debit,Education
2023-03-31,Netflix Subscription,Rs 556.59,debit,Entertainment
2023-03-31,Ola Cab,Rs 225.93,debit,Transport
2023-04-01,DMart Purchase,"Rs 1,367.45",debit,Groceries
2023-04-01,Jio Recharge,Rs 383.10,debit,Utilities
2023-04-02,BigBasket Groceries,"Rs 1,779.12",debit,Groceries
2023-04-03,House Rent,"Rs 24,089.08",debit,Housing
2023-04-04,Uber Ride,Rs 423.64,debit,Transport
2023-04-05,Airtel Mobile Bill,Rs 757.56,debit,Utilities
2023-04-05,Amazon Purchase,"Rs 6,113.68",debit,Shopping
2023-04-07,Ola Cab,Rs 179.77,debit,Transport
2023-04-07,Apollo Pharmacy,Rs 613.40,debit,Healthcare
2023-04-08,School Fees,"Rs 2,773.50",debit,Education
2023-04-08,Netflix Subscription,Rs 595.82,debit,Entertainment
2023-04-09,Travel Booking,"Rs 13,323.87",debit,Travel
2023-04-09,Electricity Bill,"Rs 1,391.41",debit,Utilities
2023-04-10,Ola Cab,Rs 233.08,debit,Transport
2023-04-10,Dividend Credit,"Rs 10,001.82",credit,Investment
2023-04-10,Refund Credit,"Rs 4,335.13",credit,Refund
2023-04-11,Maintenance Charges,"Rs 2,734.66",debit,Housing
2023-04-11,Hotel Stay,"Rs 3,983.51",debit,Travel
2023-04-12,Book Purchase,"Rs 1,408.93",debit,Education
2023-04-13,PVR Cinemas,Rs 443.03,debit,Entertainment
2023-04-15,Spa & Wellness,"Rs 1,058.61",debit,Personal Care
2023-04-17,Zomato Food Delivery,Rs 741.92,debit,Food & Dining
2023-04-17,PVR Cinemas,Rs 376.60,debit,Entertainment
2023-04-17,Hair Salon,"Rs 1,303.40",debit,Personal Care
2023-04-17,BookMyShow Tickets,Rs 620.00,debit,Entertainment
2023-04-17,Reliance Fresh,Rs 470.77,debit,Groceries
2023-04-18,Water Bill,Rs 305.62,debit,Utilities
2023-04-20,Netflix Subscription,Rs 497.85,debit,Entertainment
2023-04-21,MedPlus Medical Store,Rs 503.81,debit,Healthcare
2023-04-23,PVR Cinemas,Rs 731.62,debit,Entertainment
2023-04-24,Book Purchase,Rs 589.98,debit,Education
2023-04-24,Book Purchase,Rs 728.55,debit,Education
2023-04-26,Refund Credit,"Rs 1,718.52",credit,Refund
2023-04-26,Netflix Subscription,Rs 449.69,debit,Entertainment
2023-04-26,House Rent,"Rs 24,031.68",debit,Housing
2023-04-27,Flipkart Order,"Rs 5,535.64",debit,Shopping
2023-04-27,Ola Cab,Rs 291.58,debit,Transport
2023-04-27,Airtel Mobile Bill,Rs 350.60,debit,Utilities
2023-04-29,Travel Booking,"Rs 12,716.82",debit,Travel
2023-04-29,Airtel Mobile Bill,Rs 557.72,debit,Utilities
2023-04-29,Apollo Pharmacy,Rs 632.30,debit,Healthcare
2023-04-29,Flipkart Order,"Rs 3,343.68",debit,Shopping
2023-04-30,Dividend Credit,"Rs 9,890.26",credit,Investment
2023-04-30,Uber Ride,Rs 376.91,debit,Transport
2023-05-01,MedPlus Medical Store,Rs 987.51,debit,Healthcare
2023-05-02,Myntra Fashion,"Rs 1,960.13",debit,Shopping
2023-05-03,Ola Cab,Rs 155.36,debit,Transport
2023-05-03,Amazon Purchase,"Rs 1,639.76",debit,Shopping
2023-05-04,Petrol/Diesel,Rs 552.66,debit,Transport
2023-05-04,Bonus Credit,"Rs 12,185.74",credit,Bonus
2023-05-06,Flipkart Order,"Rs 5,286.29",debit,Shopping
2023-05-06,Freelance Payment,"Rs 8,660.67",credit,Freelance
2023-05-06,MedPlus Medical Store,Rs 342.46,debit,Healthcare
2023-05-06,Online Course,"Rs 4,776.59",debit,Education
2023-05-08,BookMyShow Tickets,Rs 336.54,debit,Entertainment
2023-05-09,Petrol/Diesel,Rs 595.11,debit,Transport
2023-05-09,Interest Credit,"Rs 2,276.49",credit,Interest
2023-05-09,Electricity Bill,"Rs 2,984.67",debit,Utilities
2023-05-11,Insurance Premium,"Rs 4,952.70",debit,Insurance
2023-05-11,Metro Card Recharge,Rs 914.90,debit,Transport
2023-05-12,Water Bill,Rs 782.44,debit,Utilities
2023-05-13,Electricity Bill,"Rs 3,264.08",debit,Utilities
2023-05-13,Cashback Credit,Rs 616.79,credit,Cashback
2023-05-14,Restaurant Dinner,"Rs 2,973.20",debit,Food & Dining
2023-05-14,Book Purchase,Rs 250.61,debit,Education
2023-05-15,Uber Ride,Rs 454.10,debit,Transport
2023-05-15,School Fees,"Rs 13,652.20",debit,Education
2023-05-15,Spotify Premium,Rs 119.00,debit,Entertainment
2023-05-15,Maintenance Charges,"Rs 1,707.32",debit,Housing
2023-05-15,Flipkart Order,"Rs 5,534.92",debit,Shopping
2023-05-16,BigBasket Groceries,"Rs 1,485.50",debit,Groceries
2023-05-17,Maintenance Charges,"Rs 2,337.66",debit,Housing
2023-05-17,Gym Membership,"Rs 2,164.14",debit,Healthcare
2023-05-17,Hotel Stay,"Rs 5,735.46",debit,Travel
2023-05-18,Coffee Shop,Rs 386.02,debit,Food & Dining
2023-05-19,PVR Cinemas,Rs 768.69,debit,Entertainment
2023-05-19,Netflix Subscription,Rs 499.69,debit,Entertainment
2023-05-20,Salary Credit,"Rs 61,755.14",credit,Salary
2023-05-20,Transfer Received,"Rs 43,335.18",credit,Transfer
2023-05-21,Swiggy Order,Rs 418.35,debit,Food & Dining
2023-05-21,Coffee Shop,Rs 452.01,debit,Food & Dining
2023-05-21,Hair Salon,Rs 343.10,debit,Personal Care
2023-05-23,Jio Recharge,Rs 337.38,debit,Utilities
2023-05-23,Apollo Pharmacy,Rs 336.20,debit,Healthcare
2023-05-24,Flipkart Order,"Rs 3,664.32",debit,Shopping
2023-05-24,Hair Salon,"Rs 1,145.90",debit,Personal Care
2023-05-25,Online Course,"Rs 2,392.66",debit,Education
2023-05-25,Dividend Credit,"Rs 5,456.28",credit,Investment
2023-05-26,Hotel Stay,"Rs 5,616.37",debit,Travel
2023-05-26,Online Course,"Rs 1,701.96",debit,Education
2023-05-27,Uber Ride,Rs 588.28,debit,Transport
2023-05-27,Metro Card Recharge,Rs 854.99,debit,Transport
2023-05-27,MedPlus Medical Store,Rs 814.57,debit,Healthcare
2023-05-28,Water Bill,Rs 734.74,debit,Utilities
2023-05-28,Gym Membership,Rs 858.41,debit,Healthcare
2023-05-28,House Rent,"Rs 27,150.27",debit,Housing
2023-05-30,Bonus Credit,"Rs 9,604.70",credit,Bonus
2023-05-31,Maintenance Charges,"Rs 1,772.21",debit,Housing
2023-05-31,House Rent,"Rs 24,042.28",debit,Housing
2023-06-01,Ola Cab,Rs 128.59,debit,Transport
2023-06-02,Reliance Fresh,Rs 759.66,debit,Groceries
2023-06-02,Insurance Premium,"Rs 6,914.20",debit,Insurance
2023-06-03,Freelance Payment,"Rs 19,373.02",credit,Freelance
2023-06-04,Travel Booking,"Rs 14,597.18",debit,Travel
2023-06-05,Reliance Fresh,"Rs 1,040.99",debit,Groceries
2023-06-06,Spa & Wellness,"Rs 1,323.79",debit,Personal Care
2023-06-06,Airtel Mobile Bill,Rs 628.27,debit,Utilities
2023-06-06,BookMyShow Tickets,Rs 211.26,debit,Entertainment
2023-06-06,Freelance Payment,"Rs 24,932.32",credit,Freelance
2023-06-06,Netflix Subscription,Rs 551.78,debit,Entertainment
2023-06-07,BookMyShow Tickets,"Rs 1,107.28",debit,Entertainment
2023-06-08,Reliance Fresh,Rs 233.87,debit,Groceries
2023-06-08,Maintenance Charges,"Rs 2,651.11",debit,Housing
2023-06-08,Flipkart Order,"Rs 4,783.87",debit,Shopping
2023-06-09,Airtel Mobile Bill,Rs 916.48,debit,Utilities
2023-06-09,Transfer Received,"Rs 28,817.13",credit,Transfer
2023-06-09,Zomato Food Delivery,Rs 634.06,debit,Food & Dining
2023-06-11,Interest Credit,"Rs 2,526.89",credit,Interest
2023-06-12,Myntra Fashion,"Rs 2,037.46",debit,Shopping
2023-06-12,Zomato Food Delivery,Rs 234.77,debit,Food & Dining
2023-06-13,Hotel Stay,"Rs 6,916.41",debit,Travel
2023-06-13,Amazon Purchase,"Rs 1,615.87",debit,Shopping
2023-06-13,Cashback Credit,Rs 336.58,credit,Cashback
2023-06-13,Insurance Premium,"Rs 3,139.61",debit,Insurance
2023-06-14,Book Purchase,Rs 523.80,debit,Education
2023-06-14,Coffee Shop,Rs 150.88,debit,Food & Dining
2023-06-14,Insurance Premium,"Rs 9,374.40",debit,Insurance
2023-06-16,Apollo Pharmacy,Rs 617.13,debit,Healthcare
2023-06-18,Online Course,"Rs 4,294.43",debit,Education
2023-06-18,PVR Cinemas,Rs 432.32,debit,Entertainment
2023-06-18,Reliance Fresh,Rs 192.38,debit,Groceries
2023-06-18,MedPlus Medical Store,"Rs 1,305.52",debit,Healthcare
2023-06-19,Rental Income,"Rs 13,972.69",credit,Rental
2023-06-23,Flipkart Order,"Rs 2,593.97",debit,Shopping
2023-06-26,Metro Card Recharge,Rs 523.37,debit,Transport
2023-06-27,Interest Credit,"Rs 1,001.26",credit,Interest
2023-06-27,Spa & Wellness,"Rs 2,049.31",debit,Personal Care
2023-06-27,Hotel Stay,"Rs 9,348.24",debit,Travel
2023-06-29,School Fees,"Rs 5,457.76",debit,Education
2023-06-30,Swiggy Order,Rs 356.17,debit,Food & Dining
2023-06-30,Amazon Purchase,"Rs 1,233.66",debit,Shopping
2023-06-30,Gym Membership,Rs 987.75,debit,Healthcare
2023-06-30,Reliance Fresh,"Rs 1,803.35",debit,Groceries
2023-06-30,House Rent,"Rs 17,799.55",debit,Housing
2023-07-01,MedPlus Medical Store,"Rs 1,294.86",debit,Healthcare
2023-07-01,Petrol/Diesel,"Rs 3,726.18",debit,Transport
2023-07-02,Reliance Fresh,Rs 674.82,debit,Groceries
2023-07-03,Bonus Credit,"Rs 47,592.68",credit,Bonus
2023-07-04,Freelance Payment,"Rs 15,154.84",credit,Freelance
2023-07-04,Travel Booking,"Rs 4,692.46",debit,Travel
2023-07-04,Travel Booking,"Rs 8,112.52",debit,Travel
2023-07-05,Ola Cab,Rs 255.51,debit,Transport
2023-07-05,Salary Credit,"Rs 90,449.74",credit,Salary
2023-07-05,Myntra Fashion,Rs 700.15,debit,Shopping
2023-07-06,School Fees,"Rs 9,026.40",debit,Education
2023-07-06,Transfer Received,"Rs 21,864.04",credit,Transfer
2023-07-06,Maintenance Charges,"Rs 2,758.55",debit,Housing
2023-07-07,Myntra Fashion,"Rs 3,722.28",debit,Shopping
2023-07-07,Uber Ride,Rs 460.82,debit,Transport
2023-07-09,Water Bill,Rs 719.39,debit,Utilities
2023-07-10,Cashback Credit,Rs 549.68,credit,Cashback
2023-07-10,Travel Booking,"Rs 3,158.69",debit,Travel
2023-07-10,Gym Membership,"Rs 1,581.74",debit,Healthcare
2023-07-11,Dividend Credit,"Rs 6,352.50",credit,Investment
2023-07-11,PVR Cinemas,Rs 455.81,debit,Entertainment
2023-07-12,Flipkart Order,Rs 872.09,debit,Shopping
2023-07-12,Ola Cab,Rs 212.62,debit,Transport
2023-07-12,House Rent,"Rs 12,993.47",debit,Housing
2023-07-12,Reliance Fresh,"Rs 1,350.31",debit,Groceries
2023-07-13,ATM Withdrawal,"Rs 4,776.88",debit,Others
2023-07-13,Bonus Credit,"Rs 35,028.45",credit,Bonus
2023-07-14,Insurance Premium,"Rs 6,966.19",debit,Insurance
2023-07-15,Ola Cab,Rs 133.01,debit,Transport
2023-07-15,Online Course,"Rs 1,671.83",debit,Education
2023-07-15,Interest Credit,Rs 568.27,credit,Interest
2023-07-15,PVR Cinemas,Rs 755.27,debit,Entertainment
2023-07-16,Reliance Fresh,Rs 530.01,debit,Groceries
2023-07-16,Spa & Wellness,"Rs 2,173.60",debit,Personal Care
2023-07-17,Dividend Credit,"Rs 12,621.46",credit,Investment
2023-07-18,Cashback Credit,Rs 515.68,credit,Cashback
2023-07-18,Airtel Mobile Bill,Rs 671.75,debit,Utilities
2023-07-20,Spotify Premium,Rs 119.00,debit,Entertainment
2023-07-20,Airtel Mobile Bill,Rs 947.36,debit,Utilities
2023-07-21,Rental Income,"Rs 20,301.54",credit,Rental
2023-07-21,Hair Salon,Rs 717.57,debit,Personal Care
2023-07-21,Hotel Stay,"Rs 5,561.53",debit,Travel
2023-07-21,PVR Cinemas,Rs 271.05,debit,Entertainment
2023-07-22,Airtel Mobile Bill,Rs 885.44,debit,Utilities
2023-07-22,DMart Purchase,"Rs 2,809.36",debit,Groceries
2023-07-23,Netflix Subscription,Rs 449.12,debit,Entertainment
2023-07-24,Insurance Premium,"Rs 5,706.95",debit,Insurance
2023-07-24,Insurance Premium,"Rs 5,323.81",debit,Insurance
2023-07-24,PVR Cinemas,Rs 404.22,debit,Entertainment
2023-07-24,Hair Salon,"Rs 1,387.32",debit,Personal Care
2023-07-24,BigBasket Groceries,"Rs 1,987.51",debit,Groceries
2023-07-24,Insurance Premium,"Rs 2,279.81",debit,Insurance
2023-07-24,Book Purchase,Rs 209.06,debit,Education
2023-07-25,Netflix Subscription,Rs 161.77,debit,Entertainment
2023-07-25,Insurance Premium,"Rs 8,174.28",debit,Insurance
2023-07-25,Insurance Premium,"Rs 2,266.47",debit,Insurance
2023-07-25,PVR Cinemas,Rs 494.51,debit,Entertainment
2023-07-26,Spotify Premium,Rs 119.00,debit,Entertainment
2023-07-27,Spa & Wellness,"Rs 2,435.28",debit,Personal Care
2023-07-28,Dividend Credit,"Rs 1,856.05",credit,Investment
2023-07-28,MedPlus Medical Store,Rs 572.78,debit,Healthcare
2023-07-28,Jio Recharge,Rs 399.95,debit,Utilities
2023-07-28,Online Course,"Rs 3,350.83",debit,Education
2023-07-30,Myntra Fashion,"Rs 2,954.27",debit,Shopping
2023-07-30,Swiggy Order,Rs 777.89,debit,Food & Dining
2023-07-30,Hotel Stay,"Rs 7,398.28",debit,Travel
2023-07-30,Apollo Pharmacy,Rs 184.96,debit,Healthcare
2023-07-31,Petrol/Diesel,"Rs 3,700.70",debit,Transport
2023-08-01,Swiggy Order,Rs 440.12,debit,Food & Dining
2023-08-01,Spa & Wellness,"Rs 1,567.85",debit,Personal Care
2023-08-03,Airtel Mobile Bill,Rs 343.72,debit,Utilities
2023-08-03,Metro Card Recharge,Rs 985.76,debit,Transport
2023-08-04,Ola Cab,Rs 287.67,debit,Transport
2023-08-04,Petrol/Diesel,"Rs 1,267.11",debit,Transport
2023-08-06,Amazon Purchase,"Rs 2,693.42",debit,Shopping
2023-08-06,Book Purchase,"Rs 1,279.17",debit,Education
2023-08-06,Maintenance Charges,"Rs 2,323.34",debit,Housing
2023-08-06,Rental Income,"Rs 17,449.74",credit,Rental
2023-08-07,Ola Cab,Rs 402.95,debit,Transport
2023-08-07,Metro Card Recharge,Rs 539.43,debit,Transport
2023-08-08,Restaurant Dinner,Rs 782.40,debit,Food & Dining
2023-08-09,BookMyShow Tickets,Rs 521.69,debit,Entertainment
2023-08-12,Metro Card Recharge,Rs 653.10,debit,Transport
2023-08-12,DMart Purchase,"Rs 1,524.22",debit,Groceries
2023-08-13,Spa & Wellness,"Rs 1,228.94",debit,Personal Care
2023-08-13,Salary Credit,"Rs 109,309.44",credit,Salary
2023-08-13,Hotel Stay,"Rs 7,580.86",debit,Travel
2023-08-13,Rental Income,"Rs 17,868.98",credit,Rental
2023-08-14,Transfer Received,"Rs 16,095.21",credit,Transfer
2023-08-14,Petrol/Diesel,"Rs 3,653.62",debit,Transport
2023-08-14,DMart Purchase,"Rs 2,253.31",debit,Groceries
2023-08-15,Maintenance Charges,"Rs 2,394.75",debit,Housing
2023-08-15,Airtel Mobile Bill,Rs 939.32,debit,Utilities
2023-08-16,Swiggy Order,Rs 461.31,debit,Food & Dining
