date,description,amount,transaction_type,category
2022-05-13,Dividend Credit,6477.51,credit,Income
2022-05-13,Uber Ride,495.9,debit,Transportation
2022-05-14,More Supermarket,897.62,debit,Groceries
2022-05-14,BookMyShow Tickets,319.41,debit,Entertainment
2022-05-15,Zomato Food Delivery,410.47,debit,Food & Dining
2022-05-15,Swiggy Instamart,1081.67,debit,Groceries
2022-05-15,Dividend Credit,7419.53,credit,Income
2022-05-15,Uber Ride,191.6,debit,Transportation
2022-05-16,Netflix Subscription,236.82,debit,Subscriptions
2022-05-16,Ajio Clothing,3006.89,debit,Shopping
2022-05-17,MacBook Accessories,1461.18,debit,Shopping
2022-05-17,Stock Vesting Credit,21059.23,credit,Income
2022-05-17,Standing Desk,10772.71,debit,Shopping
2022-05-17,More Supermarket,1126.54,debit,Groceries
2022-05-18,BookMyShow Tickets,1037.75,debit,Entertainment
2022-05-18,GitHub Copilot,837.0,debit,Subscriptions
2022-05-19,Starbucks Coffee,432.01,debit,Food & Dining
2022-05-20,Figma Subscription,1250.0,debit,Subscriptions
2022-05-20,Dunzo Quick Commerce,2201.23,debit,Groceries
2022-05-20,Zomato Food Delivery,813.44,debit,Food & Dining
2022-05-21,AWS Bill,11957.83,debit,Utilities
2022-05-21,Bonus Credit,42631.9,credit,Income
2022-05-21,Zomato Food Delivery,318.01,debit,Food & Dining
2022-05-22,Amazon Purchase,5710.7,debit,Shopping
2022-05-22,AWS Bill,1020.18,debit,Utilities
2022-05-22,Figma Subscription,1250.0,debit,Subscriptions
2022-05-22,BigBasket Groceries,916.56,debit,Groceries
2022-05-22,Rapido Bike Taxi,150.91,debit,Transportation
2022-05-23,Uber Ride,139.74,debit,Transportation
2022-05-24,Cult.fit Membership,2748.48,debit,Healthcare
2022-05-24,Figma Subscription,1250.0,debit,Subscriptions
2022-05-25,AWS Bill,8734.77,debit,Utilities
2022-05-25,BookMyShow Tickets,988.35,debit,Entertainment
2022-05-25,Netflix Subscription,460.12,debit,Subscriptions
2022-05-26,Rapido Bike Taxi,62.42,debit,Transportation
2022-05-27,DigitalOcean,3982.43,debit,Utilities
2022-05-27,Rental Income,6389.93,credit,Income
2022-05-28,Amazon Purchase,5582.0,debit,Shopping
2022-05-29,DigitalOcean,4522.74,debit,Utilities
2022-05-29,YouTube Premium,139.0,debit,Subscriptions
2022-05-29,Swiggy Order,307.75,debit,Food & Dining
2022-05-29,Ajio Clothing,2377.8,debit,Shopping
2022-05-30,Meesho Order,872.31,debit,Shopping
2022-05-31,Salary Credit ESOP,146029.38,credit,Income
2022-05-31,Figma Subscription,1250.0,debit,Subscriptions
2022-06-01,DigitalOcean,1112.65,debit,Utilities
2022-06-02,Swiggy Order,238.32,debit,Food & Dining
2022-06-02,Slack Pro,875.0,debit,Subscriptions
2022-06-05,Ajio Clothing,1329.13,debit,Shopping
2022-06-05,Amazon Purchase,4382.91,debit,Shopping
2022-06-05,BookMyShow Tickets,368.05,debit,Entertainment
2022-06-06,WeWork Cafe,458.94,debit,Food & Dining
2022-06-06,Flipkart Order,5134.49,debit,Shopping
2022-06-07,YouTube Premium,139.0,debit,Subscriptions
2022-06-07,Zomato Food Delivery,463.61,debit,Food & Dining
2022-06-09,Figma Subscription,1250.0,debit,Subscriptions
2022-06-10,More Supermarket,1263.77,debit,Groceries
2022-06-10,BigBasket Groceries,1551.24,debit,Groceries
2022-06-11,Ola Cab,457.87,debit,Transportation
2022-06-11,Myntra Fashion,1190.82,debit,Shopping
2022-06-11,More Supermarket,1368.11,debit,Groceries
2022-06-11,DMart Purchase,848.96,debit,Groceries
2022-06-12,Netflix Subscription,186.01,debit,Subscriptions
2022-06-12,Interest Credit,2089.91,credit,Income
2022-06-12,WeWork Cafe,422.94,debit,Food & Dining
2022-06-13,Spotify Premium,119.0,debit,Subscriptions
2022-06-13,MacBook Accessories,4580.68,debit,Shopping
2022-06-14,Rapido Bike Taxi,67.92,debit,Transportation
2022-06-14,Blinkit Grocery Delivery,898.99,debit,Groceries
2022-06-14,GitHub Copilot,837.0,debit,Subscriptions
2022-06-16,Cashback Credit,764.06,credit,Income
2022-06-16,Meesho Order,653.16,debit,Shopping
2022-06-17,Swiggy Order,562.57,debit,Food & Dining
2022-06-18,Ola Cab,353.9,debit,Transportation
2022-06-20,Myntra Fashion,3168.66,debit,Shopping
2022-06-21,MacBook Accessories,2951.07,debit,Shopping
2022-06-21,Spotify Premium,119.0,debit,Subscriptions
2022-06-21,Flipkart Order,5579.01,debit,Shopping
2022-06-21,Tech Gadget Purchase,23333.26,debit,Shopping
2022-06-22,Interest Credit,2310.78,credit,Income
2022-06-22,Spotify Premium,119.0,debit,Subscriptions
2022-06-22,WeWork Cafe,547.29,debit,Food & Dining
2022-06-23,Salary Credit ESOP,92057.74,credit,Income
2022-06-23,Blinkit Grocery Delivery,380.26,debit,Groceries
2022-06-24,AWS Bill,4516.61,debit,Utilities
2022-06-24,Cult.fit Membership,2434.16,debit,Healthcare
2022-06-25,BigBasket Groceries,987.03,debit,Groceries
2022-06-26,Amazon Prime,801.09,debit,Subscriptions
2022-06-26,WeWork Cafe,233.91,debit,Food & Dining
2022-06-26,Figma Subscription,1250.0,debit,Subscriptions
2022-06-26,Netflix Subscription,414.84,debit,Subscriptions
2022-06-26,GitHub Copilot,837.0,debit,Subscriptions
2022-06-27,YouTube Premium,139.0,debit,Subscriptions
2022-06-27,Amazon Purchase,3948.66,debit,Shopping
2022-06-27,Blinkit Grocery Delivery,418.35,debit,Groceries
2022-06-27,Standing Desk,9773.21,debit,Shopping
2022-06-30,Amazon Prime,772.11,debit,Subscriptions
2022-06-30,Blinkit Grocery Delivery,2797.63,debit,Groceries
2022-07-01,MacBook Accessories,14793.91,debit,Shopping
2022-07-01,DMart Purchase,2671.06,debit,Groceries
2022-07-01,UPI Received,1911.52,credit,Income
2022-07-01,Figma Subscription,1250.0,debit,Subscriptions
2022-07-03,Swiggy Instamart,775.88,debit,Groceries
2022-07-03,Figma Subscription,1250.0,debit,Subscriptions
2022-07-04,Tech Gadget Purchase,21707.68,debit,Shopping
2022-07-05,Myntra Fashion,1407.68,debit,Shopping
2022-07-05,Swiggy Order,808.06,debit,Food & Dining
2022-07-06,Dunzo Quick Commerce,2103.83,debit,Groceries
2022-07-06,Swiggy Order,585.77,debit,Food & Dining
2022-07-07,Flipkart Order,2574.87,debit,Shopping
2022-07-07,Starbucks Coffee,436.96,debit,Food & Dining
2022-07-07,Uber Ride,539.98,debit,Transportation
2022-07-07,Blinkit Grocery Delivery,2045.29,debit,Groceries
2022-07-08,MacBook Accessories,12137.92,debit,Shopping
2022-07-08,Myntra Fashion,1137.91,debit,Shopping
2022-07-08,Swiggy Instamart,1332.9,debit,Groceries
2022-07-09,WeWork Cafe,329.45,debit,Food & Dining
2022-07-09,Cult.fit Membership,1972.85,debit,Healthcare
2022-07-09,Cult.fit Membership,954.54,debit,Healthcare
2022-07-10,Hotstar Subscription,885.77,debit,Subscriptions
2022-07-10,Starbucks Coffee,335.18,debit,Food & Dining
2022-07-11,Hotstar Subscription,271.77,debit,Subscriptions
2022-07-11,Netflix Subscription,542.37,debit,Subscriptions
2022-07-11,Cult.fit Membership,2208.63,debit,Healthcare
2022-07-12,DigitalOcean,1230.39,debit,Utilities
2022-07-13,DigitalOcean,2004.11,debit,Utilities
2022-07-14,Ajio Clothing,2627.2,debit,Shopping
2022-07-14,Transfer Received,32726.89,credit,Income
2022-07-15,Transfer Received,17625.36,credit,Income
2022-07-15,YouTube Premium,139.0,debit,Subscriptions
2022-07-16,Blinkit Grocery Delivery,2108.62,debit,Groceries
2022-07-16,Cult.fit Membership,1813.02,debit,Healthcare
2022-07-17,Interest Credit,2383.92,credit,Income
2022-07-20,Stock Vesting Credit,13009.4,credit,Income
2022-07-20,More Supermarket,499.26,debit,Groceries
2022-07-20,Slack Pro,875.0,debit,Subscriptions
2022-07-21,Amazon Purchase,4182.23,debit,Shopping
2022-07-22,Swiggy Instamart,757.75,debit,Groceries
2022-07-22,Blinkit Grocery Delivery,976.21,debit,Groceries
2022-07-23,Netflix Subscription,277.79,debit,Subscriptions
2022-07-23,AWS Bill,7471.53,debit,Utilities
2022-07-24,Ola Cab,298.64,debit,Transportation
2022-07-27,AWS Bill,12729.04,debit,Utilities
2022-07-27,BookMyShow Tickets,596.35,debit,Entertainment
2022-07-28,Standing Desk,10233.11,debit,Shopping
2022-07-30,Zomato Food Delivery,848.42,debit,Food & Dining
2022-08-01,BookMyShow Tickets,654.14,debit,Entertainment
2022-08-01,AWS Bill,12791.15,debit,Utilities
2022-08-02,Swiggy Instamart,601.69,debit,Groceries
2022-08-02,Hotstar Subscription,532.97,debit,Subscriptions
2022-08-02,Amazon Purchase,831.92,debit,Shopping
2022-08-02,Spotify Premium,119.0,debit,Subscriptions
2022-08-02,Interest Credit,1170.42,credit,Income
2022-08-03,Myntra Fashion,2769.11,debit,Shopping
2022-08-03,Zomato Food Delivery,833.17,debit,Food & Dining
2022-08-03,DigitalOcean,1496.58,debit,Utilities
2022-08-05,Hotstar Subscription,688.96,debit,Subscriptions
2022-08-06,Flipkart Order,3846.45,debit,Shopping
2022-08-06,Swiggy Instamart,817.71,debit,Groceries
2022-08-07,Transfer Received,49166.94,credit,Income
2022-08-08,Flipkart Order,3173.19,debit,Shopping
2022-08-08,Amazon Purchase,2962.55,debit,Shopping
2022-08-08,Bonus Credit,19363.42,credit,Income
2022-08-09,Zomato Food Delivery,258.37,debit,Food & Dining
2022-08-11,Hotstar Subscription,548.37,debit,Subscriptions
2022-08-11,Uber Ride,244.95,debit,Transportation
2022-08-12,Ola Cab,131.81,debit,Transportation
2022-08-13,Swiggy Order,613.13,debit,Food & Dining
2022-08-13,Flipkart Order,1888.74,debit,Shopping
2022-08-13,MacBook Accessories,10077.75,debit,Shopping
2022-08-13,Ola Cab,470.64,debit,Transportation
2022-08-13,BookMyShow Tickets,1216.92,debit,Entertainment
2022-08-14,More Supermarket,704.58,debit,Groceries
2022-08-15,Netflix Subscription,262.85,debit,Subscriptions
2022-08-16,Tech Gadget Purchase,19273.43,debit,Shopping
2022-08-16,More Supermarket,969.63,debit,Groceries
2022-08-16,Starbucks Coffee,470.14,debit,Food & Dining
2022-08-17,Myntra Fashion,2638.93,debit,Shopping
2022-08-17,Spotify Premium,119.0,debit,Subscriptions
2022-08-17,Ola Cab,380.62,debit,Transportation
2022-08-18,Slack Pro,875.0,debit,Subscriptions
2022-08-20,YouTube Premium,139.0,debit,Subscriptions
2022-08-20,Slack Pro,875.0,debit,Subscriptions
2022-08-20,DigitalOcean,2897.4,debit,Utilities
2022-08-20,Cashback Credit,412.8,credit,Income
2022-08-20,DigitalOcean,1290.8,debit,Utilities
2022-08-20,Amazon Purchase,451.53,debit,Shopping
2022-08-22,Myntra Fashion,949.51,debit,Shopping
2022-08-22,Standing Desk,16298.99,debit,Shopping
2022-08-22,WeWork Cafe,570.13,debit,Food & Dining
2022-08-23,Flipkart Order,5551.06,debit,Shopping
2022-08-23,DigitalOcean,1717.59,debit,Utilities
2022-08-23,Reliance Fresh,360.43,debit,Groceries
2022-08-24,Meesho Order,657.61,debit,Shopping
2022-08-24,BigBasket Groceries,1806.75,debit,Groceries
2022-08-25,Swiggy Order,657.05,debit,Food & Dining
2022-08-25,UPI Received,11097.46,credit,Income
2022-08-25,AWS Bill,1371.23,debit,Utilities
2022-08-26,MacBook Accessories,12686.52,debit,Shopping
2022-08-26,UPI Received,8800.05,credit,Income
2022-08-27,Blinkit Grocery Delivery,1881.37,debit,Groceries
2022-08-28,BigBasket Groceries,1228.37,debit,Groceries
2022-08-28,BookMyShow Tickets,229.99,debit,Entertainment
2022-08-28,Zomato Food Delivery,288.22,debit,Food & Dining
2022-08-28,Amazon Prime,361.19,debit,Subscriptions
2022-08-28,Spotify Premium,119.0,debit,Subscriptions
2022-08-29,Refund Credit,3389.1,credit,Income
2022-08-29,Refund Credit,3334.92,credit,Income
2022-08-30,Freelance Consulting,24831.45,credit,Income
2022-08-31,Salary Credit ESOP,166791.04,credit,Income
2022-08-31,Dividend Credit,12809.65,credit,Income
2022-08-31,Blinkit Grocery Delivery,1499.18,debit,Groceries
2022-09-01,Amazon Prime,608.0,debit,Subscriptions
2022-09-02,Myntra Fashion,1857.79,debit,Shopping
2022-09-02,Rapido Bike Taxi,152.48,debit,Transportation
2022-09-03,YouTube Premium,139.0,debit,Subscriptions
2022-09-04,BigBasket Groceries,2739.66,debit,Groceries
2022-09-04,DMart Purchase,3174.01,debit,Groceries
2022-09-04,Spotify Premium,119.0,debit,Subscriptions
2022-09-05,Amazon Prime,500.22,debit,Subscriptions
2022-09-06,BookMyShow Tickets,494.81,debit,Entertainment
2022-09-06,More Supermarket,1610.47,debit,Groceries
2022-09-06,Uber Ride,144.84,debit,Transportation
2022-09-06,Hotstar Subscription,244.78,debit,Subscriptions
2022-09-07,BookMyShow Tickets,595.06,debit,Entertainment
2022-09-09,Refund Credit,545.9,credit,Income
2022-09-09,Bonus Credit,32514.49,credit,Income
2022-09-10,Hotstar Subscription,675.24,debit,Subscriptions
2022-09-10,Blinkit Grocery Delivery,1184.62,debit,Groceries
2022-09-10,AWS Bill,6508.43,debit,Utilities
2022-09-10,WeWork Cafe,230.34,debit,Food & Dining
2022-09-12,More Supermarket,1647.56,debit,Groceries
2022-09-14,Amazon Prime,725.45,debit,Subscriptions
2022-09-15,AWS Bill,5488.93,debit,Utilities
2022-09-15,BookMyShow Tickets,560.0,debit,Entertainment
2022-09-15,WeWork Cafe,282.56,debit,Food & Dining
2022-09-15,Dunzo Quick Commerce,2299.99,debit,Groceries
2022-09-15,Ola Cab,234.43,debit,Transportation
2022-09-16,Cult.fit Membership,1944.14,debit,Healthcare
2022-09-16,Amazon Prime,632.11,debit,Subscriptions
2022-09-17,DigitalOcean,3421.22,debit,Utilities
2022-09-18,WeWork Cafe,451.3,debit,Food & Dining
2022-09-18,Zomato Food Delivery,565.81,debit,Food & Dining
2022-09-19,Swiggy Instamart,281.87,debit,Groceries
2022-09-20,Spotify Premium,119.0,debit,Subscriptions
2022-09-21,Ola Cab,83.66,debit,Transportation
2022-09-22,Starbucks Coffee,525.24,debit,Food & Dining
2022-09-22,Ajio Clothing,964.18,debit,Shopping
2022-09-23,YouTube Premium,139.0,debit,Subscriptions
2022-09-24,GitHub Copilot,837.0,debit,Subscriptions
2022-09-24,Flipkart Order,5572.92,debit,Shopping
2022-09-25,Cashback Credit,664.28,credit,Income
2022-09-25,Freelance Consulting,47300.58,credit,Income
2022-09-25,Ajio Clothing,3395.89,debit,Shopping
2022-09-25,Myntra Fashion,1911.85,debit,Shopping
2022-09-25,Reliance Fresh,1850.71,debit,Groceries
2022-09-26,Zomato Food Delivery,183.96,debit,Food & Dining
2022-09-26,Amazon Purchase,6599.85,debit,Shopping
2022-09-26,Swiggy Instamart,730.09,debit,Groceries
2022-09-27,Zomato Food Delivery,374.92,debit,Food & Dining
2022-09-27,Hotstar Subscription,622.01,debit,Subscriptions
2022-09-27,Rental Income,19446.68,credit,Income
2022-09-28,Hotstar Subscription,857.64,debit,Subscriptions
2022-09-28,Zomato Food Delivery,179.0,debit,Food & Dining
2022-09-29,Figma Subscription,1250.0,debit,Subscriptions
2022-09-29,Uber Ride,214.51,debit,Transportation
2022-09-30,Slack Pro,875.0,debit,Subscriptions
2022-10-01,Swiggy Order,513.22,debit,Food & Dining
2022-10-01,Freelance Consulting,23995.53,credit,Income
2022-10-01,Hotstar Subscription,765.29,debit,Subscriptions
2022-10-02,UPI Received,15209.82,credit,Income
2022-10-02,Reliance Fresh,1936.21,debit,Groceries
2022-10-02,Rapido Bike Taxi,184.9,debit,Transportation
2022-10-03,Flipkart Order,2988.29,debit,Shopping
2022-10-04,Tech Gadget Purchase,8513.38,debit,Shopping
2022-10-05,Meesho Order,1740.09,debit,Shopping
2022-10-06,WeWork Cafe,192.9,debit,Food & Dining
2022-10-06,Amazon Prime,393.48,debit,Subscriptions
2022-10-06,Ajio Clothing,2898.52,debit,Shopping
2022-10-07,More Supermarket,149.95,debit,Groceries
2022-10-08,AWS Bill,5464.27,debit,Utilities
2022-10-08,Rental Income,5733.7,credit,Income
2022-10-08,Cult.fit Membership,1119.75,debit,Healthcare
2022-10-09,Myntra Fashion,1311.45,debit,Shopping
2022-10-11,Spotify Premium,119.0,debit,Subscriptions
2022-10-11,WeWork Cafe,509.67,debit,Food & Dining
2022-10-12,Ola Cab,144.02,debit,Transportation
2022-10-13,Starbucks Coffee,362.7,debit,Food & Dining
2022-10-13,Spotify Premium,119.0,debit,Subscriptions
2022-10-13,Rental Income,18010.06,credit,Income
2022-10-14,Dunzo Quick Commerce,648.95,debit,Groceries
2022-10-15,Rapido Bike Taxi,192.51,debit,Transportation
2022-10-15,Amazon Prime,533.68,debit,Subscriptions
2022-10-15,YouTube Premium,139.0,debit,Subscriptions
2022-10-16,Dunzo Quick Commerce,2369.6,debit,Groceries
2022-10-16,Cult.fit Membership,1047.61,debit,Healthcare
2022-10-18,Stock Vesting Credit,11707.56,credit,Income
2022-10-18,GitHub Copilot,837.0,debit,Subscriptions
2022-10-19,Cashback Credit,739.91,credit,Income
2022-10-19,Blinkit Grocery Delivery,1815.98,debit,Groceries
2022-10-21,YouTube Premium,139.0,debit,Subscriptions
2022-10-23,Hotstar Subscription,151.87,debit,Subscriptions
2022-10-23,Netflix Subscription,271.85,debit,Subscriptions
2022-10-24,Myntra Fashion,3522.5,debit,Shopping
2022-10-24,DigitalOcean,1771.75,debit,Utilities
2022-10-24,Ola Cab,132.54,debit,Transportation
2022-10-26,Standing Desk,16811.61,debit,Shopping
2022-10-27,DMart Purchase,203.24,debit,Groceries
2022-10-27,More Supermarket,915.3,debit,Groceries
2022-10-27,Standing Desk,16817.56,debit,Shopping
2022-10-28,Myntra Fashion,697.68,debit,Shopping
2022-10-28,Dunzo Quick Commerce,1911.78,debit,Groceries
2022-10-29,Figma Subscription,1250.0,debit,Subscriptions
2022-10-29,Uber Ride,265.78,debit,Transportation
2022-10-29,Slack Pro,875.0,debit,Subscriptions
2022-10-31,Amazon Purchase,1189.21,debit,Shopping
2022-10-31,Dunzo Quick Commerce,2306.66,debit,Groceries
2022-11-01,WeWork Cafe,519.91,debit,Food & Dining
2022-11-01,DigitalOcean,1086.45,debit,Utilities
2022-11-01,Salary Credit ESOP,121034.51,credit,Income
2022-11-02,Transfer Received,41996.96,credit,Income
2022-11-03,Ola Cab,212.11,debit,Transportation
2022-11-04,Stock Vesting Credit,43129.71,credit,Income
2022-11-04,Standing Desk,6916.54,debit,Shopping
2022-11-05,Rental Income,21607.11,credit,Income
2022-11-05,Rapido Bike Taxi,54.87,debit,Transportation
2022-11-05,Dividend Credit,7293.85,credit,Income
2022-11-05,Amazon Purchase,3107.12,debit,Shopping
2022-11-05,Zomato Food Delivery,838.02,debit,Food & Dining
2022-11-06,Zomato Food Delivery,478.95,debit,Food & Dining
2022-11-06,Ajio Clothing,2584.1,debit,Shopping
2022-11-06,Stock Vesting Credit,35622.8,credit,Income
2022-11-06,Amazon Prime,183.25,debit,Subscriptions
2022-11-07,Swiggy Instamart,1020.87,debit,Groceries
2022-11-10,Flipkart Order,925.54,debit,Shopping
2022-11-11,Meesho Order,1753.06,debit,Shopping
2022-11-11,Rapido Bike Taxi,99.18,debit,Transportation
2022-11-12,UPI Received,10687.65,credit,Income
2022-11-13,Swiggy Order,326.8,debit,Food & Dining
2022-11-13,Myntra Fashion,2604.57,debit,Shopping
2022-11-14,More Supermarket,135.91,debit,Groceries
2022-11-14,MacBook Accessories,10488.02,debit,Shopping
2022-11-15,Standing Desk,10955.43,debit,Shopping
2022-11-15,Dividend Credit,12270.47,credit,Income
2022-11-15,Swiggy Order,352.7,debit,Food & Dining
2022-11-16,Netflix Subscription,418.89,debit,Subscriptions
2022-11-16,Tech Gadget Purchase,28765.59,debit,Shopping
2022-11-17,Slack Pro,875.0,debit,Subscriptions
2022-11-17,DMart Purchase,812.01,debit,Groceries
2022-11-18,GitHub Copilot,837.0,debit,Subscriptions
2022-11-18,Swiggy Order,382.53,debit,Food & Dining
2022-11-19,DigitalOcean,920.95,debit,Utilities
2022-11-20,Bonus Credit,25283.28,credit,Income
2022-11-20,BookMyShow Tickets,971.85,debit,Entertainment
2022-11-21,Meesho Order,1125.73,debit,Shopping
2022-11-21,Starbucks Coffee,582.62,debit,Food & Dining
2022-11-22,Hotstar Subscription,203.11,debit,Subscriptions
2022-11-22,DigitalOcean,1461.6,debit,Utilities
2022-11-23,Uber Ride,395.7,debit,Transportation
2022-11-24,Amazon Purchase,5882.63,debit,Shopping
2022-11-24,Swiggy Instamart,995.9,debit,Groceries
2022-11-26,Figma Subscription,1250.0,debit,Subscriptions
2022-11-27,Amazon Purchase,1650.43,debit,Shopping
2022-11-27,Dividend Credit,1575.66,credit,Income
2022-11-27,Swiggy Order,722.56,debit,Food & Dining
2022-11-27,Blinkit Grocery Delivery,2159.53,debit,Groceries
2022-11-27,DMart Purchase,811.63,debit,Groceries
2022-11-27,Uber Ride,517.27,debit,Transportation
2022-11-28,Cult.fit Membership,2322.94,debit,Healthcare
2022-11-29,Uber Ride,115.99,debit,Transportation
2022-11-29,Stock Vesting Credit,42855.4,credit,Income
2022-11-29,Standing Desk,22277.87,debit,Shopping
2022-11-29,Swiggy Instamart,799.25,debit,Groceries
2022-11-30,Swiggy Instamart,1488.46,debit,Groceries
2022-11-30,DMart Purchase,2454.06,debit,Groceries
2022-12-02,Amazon Purchase,2360.43,debit,Shopping
2022-12-03,MacBook Accessories,7903.36,debit,Shopping
2022-12-04,Amazon Purchase,3671.3,debit,Shopping
2022-12-04,DigitalOcean,4844.75,debit,Utilities
2022-12-04,AWS Bill,4410.92,debit,Utilities
2022-12-05,Tech Gadget Purchase,18969.9,debit,Shopping
2022-12-05,Reliance Fresh,569.99,debit,Groceries
2022-12-05,Swiggy Instamart,886.12,debit,Groceries
2022-12-06,Cashback Credit,176.99,credit,Income
2022-12-06,DigitalOcean,2974.76,debit,Utilities
2022-12-06,Standing Desk,12720.34,debit,Shopping
2022-12-07,Amazon Purchase,874.16,debit,Shopping
2022-12-08,Dividend Credit,5995.03,credit,Income
2022-12-09,Rental Income,14117.83,credit,Income
2022-12-10,Salary Credit ESOP,193954.03,credit,Income
2022-12-11,Rapido Bike Taxi,198.98,debit,Transportation
2022-12-12,Amazon Prime,923.07,debit,Subscriptions
2022-12-15,Spotify Premium,119.0,debit,Subscriptions
2022-12-15,Freelance Consulting,33494.87,credit,Income
2022-12-16,Slack Pro,875.0,debit,Subscriptions
2022-12-16,Meesho Order,917.78,debit,Shopping
2022-12-16,BigBasket Groceries,1284.75,debit,Groceries
2022-12-18,Flipkart Order,5224.2,debit,Shopping
2022-12-18,Reliance Fresh,772.4,debit,Groceries
2022-12-18,DigitalOcean,342.09,debit,Utilities
2022-12-19,Meesho Order,1523.89,debit,Shopping
2022-12-19,Uber Ride,152.54,debit,Transportation
2022-12-19,Meesho Order,432.73,debit,Shopping
2022-12-19,GitHub Copilot,837.0,debit,Subscriptions
2022-12-20,BigBasket Groceries,2961.37,debit,Groceries
2022-12-21,More Supermarket,1418.82,debit,Groceries
2022-12-22,Cult.fit Membership,1702.15,debit,Healthcare
2022-12-22,Dunzo Quick Commerce,1460.66,debit,Groceries
2022-12-22,Reliance Fresh,312.55,debit,Groceries
2022-12-22,Uber Ride,436.11,debit,Transportation
